Gene,Avg_TPM_Without_Neo,Avg_TPM_With_Neo,Ratio_Without_With,Log2_Ratio,,,,,,,,,,
WDR74,37.08333333,17,0.458426966,-1.125236181,-0.338729844,-0.191885526,-0.01837169,0.501014132,,,,,,
PCDH1,8.725,4,0.458452722,-1.125155128,-0.338705444,-0.191885526,-0.018205378,0.502456074,,,,,,
MAGEC3,0.7625,0.35,0.459016393,-1.123382414,-0.338171804,-0.191758891,-0.018132574,0.503993401,,,,,,
NANS,26.13888889,12,0.459086079,-1.123163407,-0.338105877,-0.191400552,-0.017728767,0.51215488,,,,,,
DDO,2.176923077,1,0.459363957,-1.122290427,-0.337843083,-0.190714768,-0.017728767,0.513158626,,,,,,
NES,18.49714286,8.5,0.459530429,-1.121767694,-0.337685725,-0.190331698,-0.017600068,0.514070599,,,,,,
SLC29A4,32.62857143,15,0.45971979,-1.12117332,-0.337506801,-0.189747576,-0.017498696,0.514730392,,,,,,
CIITA,0.521875,0.24,0.459880239,-1.120669886,-0.337355252,-0.189664067,-0.017497081,0.517974335,,,,,,
CRHR2,4.347222222,2,0.460063898,-1.120093843,-0.337181846,-0.189645761,-0.017311644,0.520690858,,,,,,
MSH5,6.511428571,3,0.46072839,-1.118011594,-0.336555026,-0.189492713,-0.017245949,0.520872762,,,,,,
SBSPON,4.338888889,2,0.460947503,-1.117325639,-0.336348533,-0.188291345,-0.017241434,0.522878743,,,,,,
PLEKHH2,10.84285714,5,0.46113307,-1.116744961,-0.336173732,-0.188067193,-0.017232147,0.527604521,,,,,,
ZNF583,4.328571429,2,0.462046205,-1.113890964,-0.335314593,-0.187760271,-0.016985748,0.530405232,,,,,,
ARID1A,71.41666667,33,0.462077013,-1.113794771,-0.335285636,-0.187696941,-0.016878649,0.534919363,,,,,,
CPEB2,6.490909091,3,0.462184874,-1.113458047,-0.335184272,-0.186714232,-0.01638918,0.544068044,,,,,,
FHL3,15.08571429,7,0.464015151,-1.107756177,-0.333467838,-0.185723584,-0.016193413,0.545437424,,,,,,
ALOXE3,0.645833333,0.3,0.464516128,-1.106199403,-0.332999202,-0.185636578,-0.015988105,0.548078178,,,,,,
ZBTB41,25.80555556,12,0.465016146,-1.104647281,-0.332531967,-0.185374243,-0.015535682,0.551590398,,,,,,
IRF1,4.297222222,2,0.465416936,-1.103404382,-0.332157817,-0.185199265,-0.014599509,0.565076425,,,,,,
SPAG9,79.47222222,37,0.465571478,-1.102925412,-0.332013633,-0.184060191,-0.01454911,0.571672916,,,,,,
PTCHD4,4.293333333,2,0.465838509,-1.102098185,-0.331764613,-0.183006075,-0.014160377,0.574785906,,,,,,
SENP7,25.75277778,12,0.465969151,-1.101693646,-0.331642834,-0.182527724,-0.013703708,0.586446248,,,,,,
CGNL1,12.15882353,5.666666667,0.466053862,-1.101431394,-0.331563889,-0.182268665,-0.013526406,0.588777779,,,,,,
CYP1B1,19.30555556,9,0.46618705,-1.101019162,-0.331439794,-0.182234141,-0.012801185,0.59332109,,,,,,
ASB11,0.214285714,0.1,0.466666664,-1.099535677,-0.330993221,-0.182040592,-0.012513918,0.59439255,,,,,,
AP5B1,19.28571429,9,0.466666667,-1.099535671,-0.330993219,-0.181311038,-0.012409258,0.599402307,,,,,,
INPP5B,17.13888889,8,0.466774716,-1.099201675,-0.330892676,-0.181304941,-0.012350438,0.611035397,,,,,,
PLA2G4D,4.279166667,2,0.46738072,-1.097329868,-0.330329206,-0.180974891,-0.01210631,0.612260692,,,,,,
RNASET2,4.274285714,2,0.467914438,-1.095683345,-0.329833554,-0.180609318,-0.011630851,0.612650061,,,,,,
ABCA5,23.49722222,11,0.468140442,-1.094986689,-0.329623839,-0.180562496,-0.011116005,0.613810037,,,,,,
BMX,66.16774194,31,0.46850624,-1.093859828,-0.32928462,-0.180536482,-0.011094527,0.619297753,,,,,,
ZNF543,12.80555556,6,0.468546638,-1.093735435,-0.329247174,-0.179904229,-0.009822911,0.635075191,,,,,,
EEF1A2,174.88,82,0.468892955,-1.092669488,-0.328926292,-0.179524435,-0.009079658,0.646042773,,,,,,
NOTCH2,19.18571429,9,0.469099032,-1.092035568,-0.328735463,-0.179489892,-0.009073002,0.668007253,,,,,,
WDR1,106.5555556,50,0.46923879,-1.091605811,-0.328606093,-0.1792964,-0.008954843,0.677257931,,,,,,
TAT,0.213043478,0.1,0.469387753,-1.091147892,-0.328468246,-0.17892055,-0.008433169,0.678250975,,,,,,
LGALS3BP,175.5057143,82.5,0.470070165,-1.089051976,-0.327837313,-0.178911845,-0.007968932,0.691568529,,,,,,
CDK12,40.41666667,19,0.470103093,-1.08895092,-0.327806892,-0.178097242,-0.007771478,0.698970002,,,,,,
SLC17A3,0.2125,0.1,0.470588233,-1.087462845,-0.327358936,-0.177842449,-0.007553138,0.70826008,,,,,,
SCN11A,0.85,0.4,0.470588235,-1.08746284,-0.327358935,-0.177065014,-0.007271037,0.708350379,,,,,,
LTBP1,28.53823529,13.45,0.471297537,-1.085289951,-0.32670483,-0.176937013,-0.006605367,0.719274354,,,,,,
DHDH,4.241666667,2,0.47151277,-1.084631248,-0.326506541,-0.176091262,-0.006518281,0.730487055,,,,,,
COBLL1,9.542857143,4.5,0.471556886,-1.084496271,-0.326465909,-0.176091262,-0.006209935,0.733916457,,,,,,
ST7-OT4,0.212,0.1,0.471698111,-1.084064269,-0.326335863,-0.176091262,-0.005375392,0.739087227,,,,,,
CSRP3,0.212,0.1,0.471698111,-1.084064269,-0.326335863,-0.176091262,-0.004885254,0.748188024,,,,,,
ADAM20,0.211764706,0.1,0.47222222,-1.082462164,-0.325853581,-0.176091259,-0.004400995,0.750431084,,,,,,
MTMR4,74.11111111,35,0.472263868,-1.08233493,-0.32581528,-0.17549998,-0.004294665,0.751891176,,,,,,
PPCS,40.22222222,19,0.472375691,-1.081993369,-0.32571246,-0.175265604,-0.003913691,0.758704942,,,,,,
SUZ12,85.57142857,40.5,0.473288815,-1.079207265,-0.324873759,-0.175196728,-0.00320514,0.77745134,,,,,,
OTOGL,2.323076923,1.1,0.473509934,-1.0785334,-0.324670906,-0.174940809,-0.003091077,0.800427644,,,,,,
PCDHA7,1.159375,0.55,0.474393531,-1.075843756,-0.323861242,-0.174715976,-0.001641947,0.808076714,,,,,,
TRIM7,2.105714286,1,0.474898236,-1.074309695,-0.323399444,-0.174561607,-0.001281736,0.809286659,,,,,,
CACNA1D,4.211428571,2,0.474898236,-1.074309695,-0.323399444,-0.173563939,-0.001047756,0.831179778,,,,,,
CYTH3,31.58333333,15,0.474934037,-1.074200939,-0.323366705,-0.173402121,-0.00092753,0.835032141,,,,,,
RAB21,14.72222222,7,0.475471698,-1.072568623,-0.322875329,-0.173259184,-0.000892692,0.840299157,,,,,,
HIPK4,0.28,0.133333333,0.476190474,-1.07038933,-0.322219296,-0.172862289,-0.000723222,0.843562429,,,,,,
PAQR6,10.5,5,0.476190476,-1.070389325,-0.322219295,-0.1726716,-0.000319217,0.859821297,,,,,,
CDH15,1.258333333,0.6,0.476821192,-1.068479736,-0.321644451,-0.172321785,-4.34E-09,0.870432859,,,,,,
GRID2IP,2.096969697,1,0.476878612,-1.068306011,-0.321592155,-0.171812462,-4.34E-09,0.886897896,,,,,,
SESN2,23.02777778,11,0.477683957,-1.065871668,-0.320859345,-0.171619276,-4.34E-09,0.88757782,,,,,,
BMS1,43.88888889,21,0.478481013,-1.063466416,-0.320135291,-0.171530607,-4.34E-09,0.918966749,,,,,,
NPTN,85.66666667,41,0.478599222,-1.063110041,-0.320028012,-0.171417791,-4.34E-09,0.920818754,,,,,,
RFPL4A,0.417647059,0.2,0.478873238,-1.062284279,-0.319779433,-0.171176191,-4.34E-09,0.930190349,,,,,,
MDN1,52.14285714,25,0.479452055,-1.060541539,-0.319254816,-0.17095162,-1.09E-09,0.961081933,,,,,,
NT5DC3,19.8,9.5,0.47979798,-1.059501009,-0.318941585,-0.170767651,-8.19E-12,1.009914088,,,,,,
GPRASP2,34.34285714,16.5,0.480449251,-1.057544041,-0.318352479,-0.169751082,0.000754639,1.088215929,,,,,,
C3orf20,0.416129032,0.2,0.480620154,-1.057030946,-0.318198022,-0.169542487,0.000760364,1.14389228,,,,,,
OGFOD2,2.077777778,1,0.481283422,-1.055041361,-0.317599097,-0.16939612,0.001726819,1.179607833,,,,,,
ZNF641,8.308333333,4,0.481444333,-1.054559096,-0.317453921,-0.16926011,0.002015291,1.206373497,,,,,,
UST,16.58823529,8,0.482269504,-1.052088508,-0.3167102,-0.168655686,0.002198964,1.261899266,,,,,,
NPC1,22.8,11,0.48245614,-1.051530298,-0.316542162,-0.168178177,0.002387551,1.262571743,,,,,,
USH2A,1.495652174,0.722222222,0.482881137,-1.050259985,-0.31615976,-0.168098674,0.002419474,1.320774053,,,,,,
TTC6,6.212121212,3,0.482926829,-1.050123477,-0.316118667,-0.167289979,0.0027929,1.448137827,,,,,,
PPP1R3G,0.413888889,0.2,0.483221475,-1.04924352,-0.315853773,-0.167039689,0.003026455,1.722730443,,,,,,
SEMA4F,14.68571429,7.1,0.483463035,-1.048522505,-0.315636726,-0.166514167,0.00334242,1.752743605,,,,,,
TNXB,0.45483871,0.22,0.483687942,-1.047851518,-0.315434739,-0.166331422,0.003406248,1.816186948,,,,,,
MCAM,29.97714286,14.5,0.483701868,-1.047809982,-0.315422235,-0.166331422,0.004039978,1.840299155,,,,,,
ZMYM3,86.77777778,42,0.483994878,-1.046936311,-0.315159234,-0.165919963,0.004467433,1.971113711,,,,,,
C3orf22,0.413043478,0.2,0.484210525,-1.046293653,-0.314965775,-0.165837625,0.004581492,1.999412719,,0.613189601,,,,
SIM2,3.82,1.85,0.484293194,-1.046047365,-0.314891635,-0.165233332,0.004904418,,,,,,,
PCDHA3,2.064705882,1,0.484330484,-1.045936282,-0.314858195,-0.165113806,0.005333347,,,,,,,
COG1,35.05555556,17,0.484944532,-1.044108349,-0.314307933,-0.16481025,0.005666551,,,,,,,
SERPIND1,0.687096774,0.333333333,0.48513302,-1.043547715,-0.314139165,-0.164774973,0.005770712,,,,,,,
MYH7B,2.058333333,1,0.485829959,-1.041476634,-0.313515707,-0.164683243,0.006074148,,,,,,,
TEX2,28.80555556,14,0.486017358,-1.040920252,-0.31334822,-0.164447278,0.007062684,,,,,,,
CERS3,0.205555556,0.1,0.486486484,-1.039528368,-0.312929221,-0.164440336,0.007182679,,,,,,,
ZBTB8A,6.166666667,3,0.486486486,-1.039528361,-0.312929219,-0.164316131,0.007259666,,,,,,,
TRABD2B,0.821052632,0.4,0.487179487,-1.037474704,-0.312311007,-0.164232653,0.007564578,,,,,,,
MAB21L1,22.57586207,11,0.487246067,-1.037277552,-0.312251658,-0.163856803,0.007745585,,,,,,,
CCT2,338.4722222,165,0.487484612,-1.036571412,-0.312039089,-0.163645227,0.007775469,,,,,,,
FZD4,6.15,3,0.487804878,-1.035623907,-0.311753861,-0.163265523,0.007825336,,,,,,,
WDR89,24.52777778,12,0.489241223,-1.031382123,-0.310476957,-0.163231469,0.007913083,,,,,,,
TEX11,0.408333333,0.2,0.489795917,-1.029747344,-0.309984839,-0.163104126,0.008268863,,,,,,,
CYP3A4,0.203571429,0.1,0.491228068,-1.025535096,-0.308716826,-0.162475897,0.008358964,,,,,,,
KLK2,0.405555556,0.2,0.493150684,-1.019899558,-0.30702036,-0.162285082,0.008676538,,,,,,,
RABL2A,6.080555556,3,0.493375971,-1.019240639,-0.306822006,-0.161368004,0.008719572,,,,,,,
SHF,14.18611111,7,0.493440376,-1.019052323,-0.306765317,-0.161368002,0.009111092,,,,,,,
LAMA1,6.15,3.04,0.494308943,-1.016515084,-0.306001532,-0.161311668,0.009485748,,,,,,,
ANKIB1,62.69444444,31,0.494461675,-1.016069388,-0.305867364,-0.160749518,0.009984221,,,,,,,
GSTCD,16.16666667,8,0.494845361,-1.014950339,-0.305530497,-0.160511405,0.010006666,,,,,,,
ATAD1,56.55555556,28,0.495088409,-1.01424192,-0.305317242,-0.159926392,0.010508848,,,,,,,
SNX16,16.08333333,8,0.497409326,-1.007494534,-0.303286076,-0.159796282,0.010583145,,,,,,,
GFPT2,1.805555556,0.9,0.498461538,-1.004445903,-0.302368347,-0.159700843,0.011304821,,,,,,,
WDR31,8.022222222,4,0.498614958,-1.004001928,-0.302234697,-0.159700843,0.011683321,,,,,,,
FOXC2,0.2,0.1,0.499999998,-1.000000004,-0.301029998,-0.159517988,0.012510286,,,,,,,
RAD21L1,0.2,0.1,0.499999998,-1.000000004,-0.301029998,-0.159443788,0.012888022,,,,,,,
FNDC1,2,1,0.5,-0.999999998,-0.301029996,-0.159143698,0.013360427,,,,,,,
PEAK1,10,5,0.5,-0.999999997,-0.301029996,-0.158825935,0.013436934,,,,,,,
KRIT1,13,6.5,0.5,-0.999999997,-0.301029996,-0.158793126,0.013477074,,,,,,,
VPS9D1,15,7.5,0.5,-0.999999997,-0.301029996,-0.158027259,0.013565968,,,,,,,
RET,21.65769231,10.83333333,0.500207186,-0.999402307,-0.300850073,-0.157607856,0.013753695,,,,,,,
TMEM255B,6.996774194,3.5,0.500230521,-0.999335008,-0.300829814,-0.157015695,0.013803397,,,,,,,
TYRO3,11.99166667,6,0.500347463,-0.998997778,-0.300728298,-0.156576683,0.013838501,,,,,,,
G2E3,37.82857143,19,0.502265861,-0.993476874,-0.29906634,-0.156500202,0.014099718,,,,,,,
LRRIQ4,2.986206897,1.5,0.502309469,-0.993351622,-0.299028635,-0.156347201,0.014854642,,,,,,,
HIRA,17.91666667,9,0.502325581,-0.993305345,-0.299014704,-0.156206902,0.015000673,,,,,,,
RGN,0.596969697,0.3,0.50253807,-0.992695199,-0.298831032,-0.15582198,0.015000673,,,,,,,
MTUS2,4.024,2.025,0.503230616,-0.990708395,-0.298232945,-0.155625182,0.015291181,,,,,,,
MALRD1,0.264705882,0.133333333,0.503703702,-0.989352758,-0.297824857,-0.155569592,0.015512165,,,,,,,
SHROOM3,19.84,10,0.504032258,-0.988412023,-0.297541668,-0.155223541,0.015794265,,,,,,,
RPS6KC1,37.69444444,19,0.504053058,-0.988352488,-0.297523746,-0.155157353,0.015859262,,,,,,,
LRRC14,31.72222222,16,0.504378284,-0.987421931,-0.297243621,-0.155047917,0.016170687,,,,,,,
CRLF1,11.88888889,6,0.504672897,-0.986579482,-0.296990018,-0.155035981,0.016390415,,,,,,,
ZNF549,9.894444444,5,0.505334082,-0.984690607,-0.29642141,-0.154901963,0.016509744,,,,,,,
C12orf56,6.025925926,3.05,0.506146281,-0.982373693,-0.29572395,-0.154212056,0.016560895,,,,,,,
TNC,28.05428571,14.2,0.506161524,-0.982330249,-0.295710871,-0.154146008,0.01689092,,,,,,,
DHRS11,13.80555556,7,0.507042253,-0.979822115,-0.294955848,-0.154096965,0.016934083,,,,,,,
HFM1,5.455882353,2.766666667,0.507097933,-0.979663697,-0.294908159,-0.154071092,0.017516157,,,,,,,
CAPN12,0.985714286,0.5,0.507246376,-0.979241438,-0.294781047,-0.153948514,0.017697352,,,,,,,
KIAA1549,31.53235294,16,0.507415353,-0.97876092,-0.294636396,-0.153902433,0.018081839,,,,,,,
CRELD2,25.61111111,13,0.507592191,-0.978258218,-0.294485068,-0.153563609,0.01894222,,,,,,,
MAGEA3,182.0314286,92.5,0.508154008,-0.976662286,-0.294004645,-0.153391369,0.01899404,,,,,,,
GSTZ1,11.80555556,6,0.508235294,-0.976431526,-0.293935179,-0.153379263,0.019744058,,,,,,,
HOXA13,3.934375,2,0.508339952,-0.97613447,-0.293845756,-0.153290476,0.019822971,,,,,,,
MAEL,3.933333333,2,0.508474576,-0.975752451,-0.293730757,-0.153155915,0.019901897,,,,,,,
SRGAP1,7.568571429,3.85,0.508682522,-0.975162568,-0.293553184,-0.152482486,0.019950227,,,,,,,
DOCK3,13.5030303,6.875,0.509144973,-0.973851587,-0.29315854,-0.152433959,0.019984598,,,,,,,
BMP2K,5.888888889,3,0.509433962,-0.97303295,-0.292912106,-0.151806302,0.019996628,,,,,,,
SCN7A,1.373684211,0.7,0.509578544,-0.972623559,-0.292788867,-0.151375561,0.020203386,,,,,,,
PDLIM5,19.62222222,10,0.509626274,-0.972488434,-0.29274819,-0.151267675,0.020490713,,,,,,,
HOXD12,1.961290323,1,0.509868421,-0.971803106,-0.292541886,-0.151267675,0.020586531,,,,,,,
RASGRF2,1.961111111,1,0.509915014,-0.971671275,-0.292502201,-0.15098373,0.020586531,,,,,,,
ZCCHC18,9.791666667,5,0.510638298,-0.969626348,-0.291886616,-0.150557463,0.020710562,,,,,,,
PLEKHG6,3.914285714,2,0.510948905,-0.968749064,-0.291622527,-0.150244602,0.021325037,,,,,,,
VAV3,12.70588235,6.5,0.511574074,-0.96698494,-0.291091473,-0.149846088,0.021384971,,,,,,,
GNAZ,41.03611111,21,0.511744399,-0.966504686,-0.290946902,-0.149658905,0.022170585,,,,,,,
CUBN,1.015,0.52,0.51231527,-0.964896198,-0.290462699,-0.149626969,0.022374088,,,,,,,
IL10RB,1.95,1,0.512820513,-0.963474122,-0.290034612,-0.149298082,0.022862883,,,,,,,
ZNF470,7.797222222,4,0.513003206,-0.96296025,-0.289879921,-0.149219113,0.022954186,,,,,,,
SLC14A2,0.292307692,0.15,0.513157893,-0.962525297,-0.289748987,-0.149072416,0.02385347,,,,,,,
KCNK10,3.942307692,2.025,0.513658536,-0.961118471,-0.28932549,-0.148705459,0.023912157,,,,,,,
TBCB,141.9722222,73,0.514185091,-0.959640313,-0.28888052,-0.148660516,0.024539824,,,,,,,
PAPLN,5.830555556,3,0.514530729,-0.958670852,-0.288588683,-0.148178002,0.024727869,,,,,,,
NACAD,13.56857143,7,0.515898084,-0.954842004,-0.287436085,-0.148062535,0.024751014,,,,,,,
PCDHB13,5.297058824,2.733333333,0.516009624,-0.954530118,-0.287342198,-0.147633391,0.024823584,,,,,,,
PTK6,3.485294118,1.8,0.516455696,-0.953283499,-0.286966928,-0.147561825,0.025069295,,,,,,,
PLEKHF1,2.322857143,1.2,0.516605166,-0.952866022,-0.286841255,-0.147480022,0.025657429,,,,,,,
DCAF6,44.5,23,0.516853933,-0.952171472,-0.286632175,-0.147105077,0.026567628,,,,,,,
ADAMTS20,3.675,1.9,0.517006803,-0.951744829,-0.286503743,-0.146971326,0.026957713,,,,,,,
EBF1,15.46666667,8,0.517241379,-0.951090397,-0.286306739,-0.146735866,0.027152246,,,,,,,
CTSO,5.797142857,3,0.517496304,-0.950379535,-0.286092748,-0.146735866,0.027152246,,,,,,,
MACROD1,42.5,22,0.517647059,-0.949959315,-0.285966249,-0.146456177,0.027168584,,,,,,,
ZNF547,3.862857143,2,0.517751479,-0.949668322,-0.285878652,-0.146388858,0.028488538,,,,,,,
FREM1,2.703225806,1.4,0.517899761,-0.949255199,-0.285754289,-0.146128039,0.028592063,,,,,,,
FDFT1,229.5277778,119,0.518455767,-0.947707185,-0.285288291,-0.146128039,0.0286726,,,,,,,
TRAIP,23.13888889,12,0.518607443,-0.94728518,-0.285161255,-0.146128039,0.029152972,,,,,,,
PTF1A,1.926666667,1,0.519031142,-0.94610699,-0.284806584,-0.146128036,0.029670671,,,,,,,
GMIP,17.33333333,9,0.519230769,-0.945552213,-0.28463958,-0.145214693,0.029814721,,,,,,,
KIFC3,14.43714286,7.5,0.51949337,-0.944822754,-0.284419991,-0.145193528,0.031257694,,,,,,,
C10orf95,1.922222222,1,0.520231214,-0.942775129,-0.283803594,-0.144001743,0.031581915,,,,,,,
ZNF180,19.22222222,10,0.520231214,-0.942775129,-0.283803594,-0.143803455,0.031756596,,,,,,,
GPX2,176.7722222,92,0.52044376,-0.94218582,-0.283626194,-0.143643569,0.032184681,,,,,,,
IFT80,21.11111111,11,0.521052632,-0.940498986,-0.283118406,-0.143631532,0.032184683,,,,,,,
FCGBP,2.614814815,1.3625,0.521069405,-0.940452544,-0.283104426,-0.143218639,0.032771172,,,,,,,
TOP2A,652.3333333,340,0.521205927,-0.940074601,-0.282990654,-0.143163557,0.033423755,,,,,,,
L2HGDH,21.08333333,11,0.52173913,-0.938599453,-0.28254659,-0.142667504,0.033444193,,,,,,,
CNN3,272.0555556,142,0.521952216,-0.938010357,-0.282369255,-0.142667504,0.034967541,,,,,,,
KIF18A,37.34285714,19.5,0.522188217,-0.937358187,-0.282172932,-0.142667504,0.035005886,,,,,,,
AHNAK,41.63333333,21.75,0.522417934,-0.936723667,-0.281981922,-0.142210634,0.035327962,,,,,,,
FNIP1,17.22222222,9,0.522580645,-0.9362744,-0.281846679,-0.142035343,0.035600675,,,,,,,
NOC4L,68.88888889,36,0.522580645,-0.9362744,-0.281846679,-0.141580408,0.036088776,,,,,,,
HSPB6,1.338888889,0.7,0.522821576,-0.935609411,-0.281646498,-0.141580408,0.036336417,,,,,,,
KPNA2,533.9166667,280,0.524426409,-0.931187755,-0.280315447,-0.141329154,0.036454527,,,,,,,
GLRA2,1.14375,0.6,0.524590163,-0.930737336,-0.280179857,-0.141293877,0.036458887,,,,,,,
CGB2,1.904761905,1,0.525,-0.92961067,-0.279840697,-0.140926844,0.036566056,,,,,,,
ENPP4,38.08333333,20,0.525164114,-0.929159757,-0.279704958,-0.140926842,0.036737,,,,,,,
GLCE,32.35277778,17,0.525457199,-0.928354837,-0.279462653,-0.140802242,0.036812027,,,,,,,
BCL2L15,0.380555556,0.2,0.525547444,-0.928107083,-0.279388072,-0.140490584,0.037077768,,,,,,,
NR1H3,7.611111111,4,0.525547445,-0.928107079,-0.279388071,-0.140105287,0.037492921,,,,,,,
RAPSN,1.141176471,0.6,0.525773195,-0.927487499,-0.279201559,-0.139859955,0.037610754,,,,,,,
NCKAP5,3.803703704,2,0.52580331,-0.927404867,-0.279176684,-0.139762513,0.037788558,,,,,,,
MLLT10,34.22222222,18,0.525974026,-0.926936535,-0.279035702,-0.139689639,0.038051849,,,,,,,
CPZ,0.38,0.2,0.526315788,-0.92599942,-0.278753602,-0.139661993,0.038326054,,,,,,,
MDFI,13.27575758,7,0.527276877,-0.92336736,-0.277961273,-0.139529272,0.038415701,,,,,,,
GAD1,15.17222222,8,0.527279385,-0.9233605,-0.277959208,-0.139527099,0.038671937,,,,,,,
CSMD2,2.938461538,1.55,0.527486911,-0.922792797,-0.277788313,-0.139398019,0.039043748,,,,,,,
C2,0.568571429,0.3,0.52763819,-0.922379103,-0.277663778,-0.138803759,0.039436739,,,,,,,
ASB5,0.757692308,0.4,0.527918781,-0.9216121,-0.277432887,-0.138435612,0.039742645,,,,,,,
SLC9A3,9.458333333,5,0.528634361,-0.919657889,-0.276844611,-0.138302701,0.039767127,,,,,,,
EIF5AL1,3.777777778,2,0.529411765,-0.917537837,-0.276206412,-0.138302701,0.040091752,,,,,,,
E2F4,77.44444444,41,0.529411765,-0.917537837,-0.276206412,-0.138302698,0.040364073,,,,,,,
PLXNB2,122.7428571,65,0.529562384,-0.917127445,-0.276082872,-0.138147842,0.040523244,,,,,,,
ABCA12,1.28125,0.68,0.530731707,-0.913945352,-0.275124966,-0.13796512,0.04053901,,,,,,,
LPAR5,0.752941176,0.4,0.531249999,-0.912537158,-0.274701058,-0.137775962,0.040632408,,,,,,,
TXNRD1,315.2857143,167.5,0.531264159,-0.912498704,-0.274689482,-0.137682629,0.041392684,,,,,,,
ITPKC,16.91428571,9,0.532094595,-0.910245345,-0.274011153,-0.13763752,0.041539431,,,,,,,
CAPN3,0.375862069,0.2,0.53211009,-0.910203331,-0.273998506,-0.137424448,0.041812496,,,,,,,
TRPM7,24.41666667,13,0.532423208,-0.909354633,-0.273743022,-0.13719526,0.041856923,,,,,,,
TPSAB1,0.1875,0.1,0.53333333,-0.906890601,-0.273001274,-0.137173193,0.041979966,,,,,,,
SLCO6A1,1.6875,0.9,0.533333333,-0.906890594,-0.273001272,-0.137104644,0.042101351,,,,,,,
CDC7,102.1714286,54.5,0.533417226,-0.906663677,-0.272932964,-0.137103811,0.042419315,,,,,,,
ARHGAP17,20.61111111,11,0.533692722,-0.905918754,-0.272708719,-0.13683796,0.04261497,,,,,,,
THAP9,9.361111111,5,0.534124629,-0.904751682,-0.272357396,-0.13683796,0.042625347,,,,,,,
C11orf71,16.83333333,9,0.534653465,-0.903323978,-0.271927614,-0.136477929,0.042856585,,,,,,,
MBOAT1,35.525,19,0.534834623,-0.902835228,-0.271780486,-0.13645916,0.04335748,,,,,,,
PTPRC,0.560606061,0.3,0.535135134,-0.90202484,-0.271536535,-0.136213947,0.044801105,,,,,,,
ST7,19.60285714,10.5,0.535636205,-0.900674614,-0.271130076,-0.136103734,0.045809048,,,,,,,
MRPS30,46.66666667,25,0.535714286,-0.900464324,-0.271066772,-0.136054742,0.045816414,,,,,,,
CCSER2,26.11111111,14,0.536170213,-0.89923702,-0.270697317,-0.136040743,0.045843978,,,,,,,
SH3GLB2,54.05555556,29,0.536485098,-0.898389996,-0.270442337,-0.135782566,0.045888282,,,,,,,
GPAA1,121.1142857,65,0.53668318,-0.897857418,-0.270282016,-0.135662602,0.046092724,,,,,,,
ZNF418,5.585714286,3,0.537084399,-0.896779277,-0.269957463,-0.135368265,0.046180986,,,,,,,
GPR89A,3.722222222,2,0.537313433,-0.896164187,-0.269772302,-0.135290775,0.046380757,,,,,,,
GRID1,5.58125,3,0.537513998,-0.895625767,-0.269610222,-0.135157902,0.046512128,,,,,,,
ZFP62,37.16666667,20,0.538116592,-0.894009302,-0.269123617,-0.134778991,0.046796473,,,,,,,
